match_id,inning,batting_team,bowling_team,over,runs,wickets,winner
1.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad,17.0,3.0,1.0,Sunrisers Hyderabad
1.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad,18.0,2.0,2.0,Sunrisers Hyderabad
1.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad,19.0,9.0,1.0,Sunrisers Hyderabad
1.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,7.0,1.0,Sunrisers Hyderabad
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,1.0,11.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,2.0,8.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,3.0,9.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,4.0,13.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,5.0,7.0,1.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,6.0,13.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,7.0,2.0,2.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,8.0,3.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,9.0,10.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,10.0,6.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,11.0,10.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,12.0,3.0,1.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,13.0,11.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,14.0,5.0,1.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,15.0,9.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,16.0,7.0,1.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,17.0,10.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,18.0,8.0,0.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,19.0,9.0,1.0,Rising Pune Supergiants
2.0,1.0,Mumbai Indians,Rising Pune Supergiant,20.0,30.0,1.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,1.0,8.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,2.0,15.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,3.0,12.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,4.0,4.0,1.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,5.0,4.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,6.0,16.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,7.0,4.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,8.0,10.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,9.0,9.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,10.0,11.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,11.0,4.0,1.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,12.0,8.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,13.0,9.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,14.0,15.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,15.0,10.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,16.0,9.0,1.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,17.0,10.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,18.0,7.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,19.0,7.0,0.0,Rising Pune Supergiants
2.0,2.0,Rising Pune Supergiant,Mumbai Indians,20.0,15.0,0.0,Rising Pune Supergiants
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,1.0,8.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,2.0,8.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,3.0,6.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,4.0,7.0,1.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,5.0,11.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,6.0,12.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,7.0,12.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,8.0,8.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,9.0,4.0,1.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,10.0,15.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,11.0,4.0,1.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,12.0,7.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,13.0,7.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,14.0,7.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,15.0,9.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,16.0,5.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,17.0,11.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,18.0,12.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,19.0,16.0,0.0,Kolkata Knight Riders
3.0,1.0,Gujarat Lions,Kolkata Knight Riders,20.0,14.0,1.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,1.0,7.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,2.0,13.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,3.0,17.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,4.0,9.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,5.0,7.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,6.0,20.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,7.0,23.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,8.0,7.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,9.0,6.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,10.0,7.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,11.0,15.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,12.0,16.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,13.0,6.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,14.0,9.0,0.0,Kolkata Knight Riders
3.0,2.0,Kolkata Knight Riders,Gujarat Lions,15.0,22.0,0.0,Kolkata Knight Riders
3.0,2.0,,,16.0,0.0,0.0,Kolkata Knight Riders
3.0,2.0,,,17.0,0.0,0.0,Kolkata Knight Riders
3.0,2.0,,,18.0,0.0,0.0,Kolkata Knight Riders
3.0,2.0,,,19.0,0.0,0.0,Kolkata Knight Riders
3.0,2.0,,,20.0,0.0,0.0,Kolkata Knight Riders
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,1.0,1.0,1.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,2.0,2.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,3.0,4.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,4.0,13.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,5.0,12.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,6.0,3.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,7.0,7.0,1.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,8.0,6.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,9.0,5.0,1.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,10.0,10.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,11.0,8.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,12.0,4.0,1.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,13.0,9.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,14.0,14.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,15.0,10.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,16.0,15.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,17.0,5.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,18.0,5.0,1.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,19.0,14.0,0.0,Kings XI Punjab
4.0,1.0,Rising Pune Supergiant,Kings XI Punjab,20.0,16.0,1.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,1.0,6.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,2.0,13.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,3.0,8.0,1.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,4.0,11.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,5.0,10.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,6.0,8.0,1.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,7.0,3.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,8.0,3.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,9.0,4.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,10.0,7.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,11.0,12.0,1.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,12.0,3.0,1.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,13.0,15.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,14.0,13.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,15.0,12.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,16.0,15.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,17.0,2.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,18.0,12.0,0.0,Kings XI Punjab
4.0,2.0,Kings XI Punjab,Rising Pune Supergiant,19.0,7.0,0.0,Kings XI Punjab
4.0,2.0,,,20.0,0.0,0.0,Kings XI Punjab
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,1.0,10.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,2.0,9.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,3.0,7.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,4.0,4.0,1.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,5.0,2.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,6.0,9.0,1.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,7.0,4.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,8.0,8.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,9.0,2.0,1.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,10.0,6.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,11.0,5.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,12.0,8.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,13.0,24.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,14.0,16.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,15.0,7.0,1.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,16.0,13.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,17.0,8.0,2.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,18.0,2.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,19.0,6.0,0.0,Royal Challengers Bangalore
5.0,1.0,Royal Challengers Bangalore,Delhi Daredevils,20.0,7.0,2.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,1.0,9.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,2.0,4.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,3.0,8.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,4.0,11.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,5.0,5.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,6.0,6.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,7.0,10.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,8.0,12.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,9.0,5.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,10.0,9.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,11.0,6.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,12.0,9.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,13.0,13.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,14.0,5.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,15.0,1.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,16.0,8.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,17.0,5.0,1.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,18.0,11.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,19.0,2.0,0.0,Royal Challengers Bangalore
5.0,2.0,Delhi Daredevils,Royal Challengers Bangalore,20.0,3.0,2.0,Royal Challengers Bangalore
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,1.0,3.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,2.0,10.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,3.0,12.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,4.0,7.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,5.0,3.0,1.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,6.0,5.0,1.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,7.0,6.0,1.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,8.0,8.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,9.0,3.0,1.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,10.0,3.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,11.0,8.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,12.0,7.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,13.0,12.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,14.0,9.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,15.0,6.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,16.0,8.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,17.0,3.0,1.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,18.0,4.0,2.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,19.0,13.0,0.0,Sunrisers Hyderabad
6.0,1.0,Gujarat Lions,Sunrisers Hyderabad,20.0,5.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,1.0,3.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,2.0,8.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,3.0,21.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,4.0,8.0,1.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,5.0,8.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,6.0,11.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,7.0,8.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,8.0,5.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,9.0,4.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,10.0,13.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,11.0,12.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,12.0,8.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,13.0,11.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,14.0,6.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,15.0,5.0,0.0,Sunrisers Hyderabad
6.0,2.0,Sunrisers Hyderabad,Gujarat Lions,16.0,9.0,0.0,Sunrisers Hyderabad
6.0,2.0,,,17.0,0.0,0.0,Sunrisers Hyderabad
6.0,2.0,,,18.0,0.0,0.0,Sunrisers Hyderabad
6.0,2.0,,,19.0,0.0,0.0,Sunrisers Hyderabad
6.0,2.0,,,20.0,0.0,0.0,Sunrisers Hyderabad
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,1.0,10.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,2.0,9.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,3.0,15.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,4.0,10.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,5.0,4.0,2.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,6.0,11.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,7.0,6.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,8.0,2.0,1.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,9.0,5.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,10.0,7.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,11.0,3.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,12.0,7.0,1.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,13.0,9.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,14.0,9.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,15.0,10.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,16.0,14.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,17.0,5.0,1.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,18.0,8.0,0.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,19.0,11.0,1.0,Mumbai Indians
7.0,1.0,Kolkata Knight Riders,Mumbai Indians,20.0,23.0,1.0,Mumbai Indians
